ds,max_temp_c,rainfall_mm,is_holiday,google_dengue_searches,er_trauma_admissions,O_positive,A_positive,B_positive,AB_positive,A_negative,B_negative,O_negative,AB_negative
2019-02-24,21.071209784887674,0.4894311940474019,0,13.728397879952839,1.0063180113044623,64,50,44,19,7,5,10,2
2019-02-25,23.140934460286502,0.26313061327870924,0,4.317327953189771,2.4252633404773634,72,60,50,21,7,5,12,2
2019-02-26,22.914665743009568,0.604553400992897,0,14.187814905022575,3.037143804605754,76,61,55,20,7,6,12,2
2019-02-27,20.992118800078494,1.7901703455326292,0,18.700883927814612,0.8010237719777269,74,58,55,21,8,6,12,2
2019-02-28,22.297007403658387,1.9441069492469765,0,11.303950423555023,3.8927772995576926,75,56,51,20,7,6,12,2
2019-03-01,22.05773636682712,1.718649902140952,0,12.228684734789482,1.4966822859468265,70,51,50,19,6,5,10,2
2019-03-02,22.870460642257072,0.2200354422550872,0,1.3786540424817817,1.0551153816942016,98,76,65,29,9,8,14,3
2019-03-03,20.628892483075113,1.8948559961195863,0,17.289538072356564,2.7914437321870844,61,51,43,17,6,5,9,2
2019-03-04,22.37434519634036,0.846716054701572,1,5.70895574399731,2.0515681382146895,57,43,36,15,5,4,9,2
2019-03-05,22.843658953825447,0.018620581524707358,0,12.301023310571297,4.601429723182089,78,60,55,22,7,6,12,3
2019-03-06,20.125869923503277,0.8847874814963872,0,19.582243394896047,4.4003134909907695,83,62,57,24,7,6,13,3
2019-03-07,20.803130605587462,0.09213833935093518,0,11.910052011456155,2.416753316944416,85,58,56,22,8,7,13,2
2019-03-08,20.051311254672125,1.087755842322235,0,14.494189749287552,1.7963188736279878,65,53,41,18,6,5,10,2
2019-03-09,21.92763465484769,0.6771080548741026,0,8.906392364475037,1.627589908156326,71,48,46,17,6,4,10,2
2019-03-10,23.023393986956584,0.9468698671880975,0,1.2073168703011472,1.3378181154075368,62,53,44,18,6,5,10,2
2019-03-11,23.919298967310404,1.226340721486234,0,15.95198698979577,2.7227392685623863,83,59,53,23,7,6,12,2
2019-03-12,22.60437390345422,1.7376021916356406,0,0.6999768252797134,4.024893023672718,76,66,53,22,7,6,13,2
2019-03-13,24.274445315931438,1.3238031529438572,0,14.013156577757082,1.5537830410177889,83,64,54,22,7,6,12,3
2019-03-14,21.383458158825984,0.8680977369563614,0,0.45843146299273885,0.9504704484404075,75,55,56,20,7,6,13,2
2019-03-15,21.1800513378271,1.6388557073407302,0,17.24610473153341,2.377419030916434,66,47,39,18,6,5,9,2
2019-03-16,22.94986903058691,1.8111642751462644,0,3.1527207166596116,0.34517208398833266,64,50,43,17,6,5,10,2
2019-03-17,23.513537776702638,0.23951993286439444,0,10.285429908851022,3.5063950306485343,62,45,46,18,5,5,10,2
2019-03-18,23.22286906357645,1.063865955105583,0,11.943014089662947,2.591791331509668,78,61,57,22,7,6,12,3
2019-03-19,21.316211717537342,0.5690239194848883,0,9.150908147468241,2.481874039864271,82,57,54,21,7,6,12,2
2019-03-20,23.424584350137398,0.0941223957538948,0,6.815269786977744,1.5022268977501123,76,60,57,22,7,6,12,3
2019-03-21,22.341207490593373,1.3370933902279707,0,9.356285923619435,4.523367187658684,82,59,54,21,7,6,12,2
2019-03-22,24.449205064421363,1.7255415549184512,0,6.228315077623174,0.4524314592477635,66,51,48,19,6,5,10,2
2019-03-23,24.281829544945587,0.3258053089547881,0,8.762446941617263,4.349120044435157,57,52,43,18,6,4,10,2
2019-03-24,23.11285334406501,1.624827315247801,0,7.178259819960613,1.8835260120796131,72,53,49,20,6,5,11,2
2019-03-25,23.6781303481253,1.7067914670738833,0,11.324096470142905,4.403117579875111,75,57,55,21,7,6,13,2
2019-03-26,23.27376891519987,1.828680885332967,0,4.7584832448996695,3.643807291661918,82,59,62,23,8,6,13,2
2019-03-27,24.41296777105063,0.5305701781721048,0,19.77313109828025,0.5208536333101915,79,62,55,21,7,6,13,2
2019-03-28,25.57509060511824,1.8079061303797785,0,10.01739906764331,4.157681432546768,71,57,51,19,7,6,11,2
2019-03-29,23.780117880008955,0.6413255094728645,0,3.8832415482901927,3.4108841684975255,68,55,45,20,7,5,10,2
2019-03-30,25.4173370769968,1.1046760269110056,0,9.54133499134545,0.16150956457674226,71,51,46,19,6,6,10,2
2019-03-31,24.531986880027787,0.10101494166456426,0,17.328302590496484,0.6685134105483498,64,44,47,16,6,5,9,2
2019-04-01,24.41978876657977,0.08776217673748721,0,0.4361358624879119,3.178140279178476,76,62,54,19,7,6,12,2
2019-04-02,25.257466931016936,1.4407464254644058,0,13.591082382145776,3.3130025144014246,83,62,54,20,7,7,12,3
2019-04-03,24.482464260176517,0.8889599559555821,0,10.95935593587856,3.7332571641879753,76,61,55,22,7,6,13,2
2019-04-04,25.118594769148505,0.5125847507384351,0,3.3911598874027105,3.6012270038749095,80,62,53,24,7,6,12,2
2019-04-05,24.63018608128798,0.3808269920498204,0,16.349528786098414,3.297599773349775,69,53,45,19,7,5,10,2
2019-04-06,27.949845240856657,1.3399069817184361,0,7.377692447480113,3.8311945087321124,66,48,47,18,6,5,10,2
2019-04-07,26.178629489535655,0.0008030880506797455,0,5.876040576310149,2.875428529461864,67,53,46,19,6,5,10,2
2019-04-08,25.603029063100685,1.6117823383937084,0,16.56250383713802,1.3039569276222744,75,60,52,24,8,6,13,2
2019-04-09,26.677218688970505,0.15849921225985764,0,12.770500923833293,4.561883068653591,70,60,54,22,8,5,12,2
2019-04-10,26.512442954368037,0.3829792298162389,0,17.965181673496488,0.09107015465988966,85,61,57,22,8,6,13,3
2019-04-11,26.566333783543133,0.7724727905981792,0,12.597674073423988,1.8328085993574512,75,56,48,21,7,6,12,2
2019-04-12,27.564954453480535,0.9697174794322072,0,14.816353158642306,3.6443514654858165,67,54,40,18,6,5,10,2
2019-04-13,27.872683381241217,0.7099902316278837,0,16.728917925192256,2.1357802057483717,66,55,45,18,6,5,10,2
2019-04-14,26.749917277048418,0.6414243299685878,0,1.0947927181987382,0.12417203740007154,63,42,41,19,6,5,10,2
2019-04-15,26.87064880819345,1.9278320241463769,0,15.520979177387606,0.3299045155810659,109,87,71,30,10,8,18,3
2019-04-16,27.33822064278886,1.2831593624867885,0,12.274129636991535,3.243186845691443,77,57,54,19,6,6,12,2
2019-04-17,25.47886370522276,0.04686591073477642,1,1.3901559303038646,4.824322997026498,89,67,62,25,8,7,14,3
2019-04-18,26.433763939115256,0.8603518168886264,0,10.171558437374301,2.7593181791724946,85,61,57,23,8,7,12,3
2019-04-19,29.484607169012083,1.7500173994879404,1,1.6491615596790776,2.5337890901188453,38,29,28,11,4,3,7,1
2019-04-20,29.93203627168651,0.6029123728213359,0,14.718944034464448,1.5916260652813363,65,49,43,17,6,5,10,2
2019-04-21,28.20787575380081,0.18911268954877647,0,10.930034277957661,1.2834533693303158,64,46,45,17,6,5,10,2
2019-04-22,29.203769241923116,1.5167695431798356,0,19.071470748245947,0.10492490878142358,80,55,53,22,7,6,12,2
2019-04-23,29.10916970555001,1.2120276638721625,0,3.662707431435397,1.3647743382023558,75,55,50,21,7,6,12,2
2019-04-24,32.04786383398089,1.1406250156530078,0,12.12066905040757,2.245552204326262,82,60,52,20,7,6,12,2
2019-04-25,30.25992692406011,0.10715311921481585,0,4.231642691409827,0.9897489152447508,74,60,51,20,7,6,11,2
2019-04-26,29.184058140496035,0.28099801959103465,0,12.281299694547966,0.4367399424071461,63,50,43,17,6,5,10,2
2019-04-27,28.528262887167035,1.2450987924262276,0,14.452994047217128,3.5886393362730127,62,47,42,17,5,5,11,2
2019-04-28,28.04933756351497,0.4156476829176716,0,14.446086586590772,4.473101345340336,70,49,46,18,6,5,10,2
2019-04-29,30.031330074308876,1.0081401594968487,0,16.301479813652197,4.683860348435428,79,64,57,22,7,6,13,2
2019-04-30,29.243649254715695,1.089763372058787,0,17.071004559166333,3.089993642484947,88,61,57,22,7,6,13,3
2019-05-01,28.749879851960674,0.5670143805418788,0,1.5454345253435409,0.263872912996409,80,63,56,22,7,6,12,2
2019-05-02,29.69764323198493,1.8968503110829857,0,6.865343141448081,3.704313149808867,71,54,54,21,7,6,11,2
2019-05-03,29.434648668618145,1.6849282136711503,0,13.742450407196113,0.5504765263094319,68,50,48,19,6,5,11,2
2019-05-04,32.37516590309576,1.444747015265597,0,9.971725747824243,3.34874058843912,61,47,45,17,6,5,9,2
2019-05-05,31.741287744323916,0.15598773281881817,0,3.81351893509583,3.8968291787393787,76,53,45,18,6,5,10,2
2019-05-06,31.02304433315773,0.21226003861803888,0,11.05419140333396,3.629323554132364,85,63,55,22,7,6,13,2
2019-05-07,32.682024587883554,0.9855626917299114,0,8.148713055322876,4.759419028805653,81,62,57,23,7,6,12,2
2019-05-08,31.450156028780267,0.32142669838197135,0,7.8007655530861015,3.6907314223369485,82,68,59,24,7,6,13,2
2019-05-09,30.681804005314547,1.9565309270589482,0,16.195074348713277,3.4660488899090423,84,58,54,24,7,6,12,3
2019-05-10,33.23605551908443,0.3170404680548189,0,8.151966676643625,1.308715860915512,71,49,48,19,6,5,11,2
2019-05-11,32.4211771421171,0.974935670927948,0,0.5290901096084832,4.623843432179509,54,46,42,17,6,5,10,2
2019-05-12,31.013798844359737,0.7282421136830108,0,1.1612667778218255,0.8977193539708345,72,49,49,18,6,6,10,2
2019-05-13,32.02887645195805,1.278772842908196,0,17.124880833832407,4.524483057365632,76,56,52,22,7,6,11,2
2019-05-14,31.51110940667474,0.25807281777884983,0,19.212016200250424,1.563312716729552,78,65,54,22,8,6,12,3
2019-05-15,31.170733220197533,0.8606328560847818,0,13.768186729114152,0.6508179693883437,80,58,52,22,7,6,12,2
2019-05-16,33.6457591228727,0.5494100656142873,0,7.287365882001604,4.133415136355854,118,84,81,30,10,8,16,3
2019-05-17,34.79424096927622,1.775503049343376,0,18.77200631589455,0.012477268004145725,70,48,48,19,7,6,11,2
2019-05-18,31.65064467274375,0.08117142426939017,1,13.256061727514716,4.1604415884041535,40,26,30,9,3,3,5,1
2019-05-19,33.775665853614214,1.8274549880129185,0,16.886670983986754,1.3115592102298796,75,52,44,20,6,5,11,2
2019-05-20,32.72458642681931,1.6659882771060008,0,15.317046080740187,4.423606363778107,74,60,55,20,8,5,12,2
2019-05-21,33.04963583799902,0.5951414328816309,0,7.582786315451848,3.457395911207896,76,59,51,23,8,6,12,3
2019-05-22,33.10485150466786,1.5785813093542094,0,9.57404401701571,3.33091666425295,83,61,56,22,8,6,13,2
2019-05-23,32.992643292756256,0.06242712067749512,0,3.72264308736199,1.8265978158242169,79,64,57,22,8,6,13,3
2019-05-24,34.06340152000456,1.9337311005867872,0,5.840282008814681,0.2970148694538549,60,49,47,18,6,5,10,2
2019-05-25,33.34098590971213,1.0531898851795787,0,15.562513225730434,4.150365491027887,61,42,41,17,6,5,9,2
2019-05-26,34.59821275128415,0.6065620521308905,0,17.879567837662165,0.8545189758826399,71,56,50,19,6,5,10,2
2019-05-27,34.43205530795497,0.7251664251893541,0,14.489208465028236,1.861293209473761,75,60,51,20,7,6,12,2
2019-05-28,34.396554662162096,0.13281070692099473,0,9.303473933132766,3.001773427545409,75,62,53,21,7,6,12,3
2019-05-29,33.879774739116286,1.9786990280840784,0,1.7301853787949506,2.4112686928031084,79,57,54,22,7,6,12,3
2019-05-30,34.36098417103144,0.0785838903013849,0,1.1389589739689643,0.9933031758565902,79,64,52,21,7,6,12,2
2019-05-31,35.842100664346795,1.309814246295718,0,7.4865112922570765,0.7030817844114196,57,47,47,17,5,5,10,2
2019-06-01,35.73507326127989,15.135570628478874,0,9.276434375353261,23.488903984636387,62,47,43,18,6,5,9,2
2019-06-02,34.402496470584445,17.90708247994185,0,12.182412444265937,4.315039407496005,99,78,74,28,10,8,16,3
2019-06-03,35.62368543710542,19.51613064774085,0,0.1297904277399442,0.15779774530666812,119,92,83,32,11,9,17,4
2019-06-04,36.41840468628297,28.39843120621399,0,19.794457809326126,4.885071297999471,69,57,49,19,7,6,11,2
2019-06-05,34.13859745341664,125.8078956706517,1,7.278777668080858,0.9926434519270705,61,46,43,18,5,4,9,2
2019-06-06,36.49062706198757,17.031948780480924,0,16.96189327602243,0.5516114843953906,75,59,54,23,6,6,12,2
2019-06-07,35.42214494220541,25.241875906647234,0,10.699334113308087,24.701158793294375,61,48,41,17,6,4,9,2
2019-06-08,36.79106615300183,28.763320523860223,0,2.6087890906669298,33.536803088082806,107,79,74,30,10,8,16,3
2019-06-09,35.591063852359255,5.551653717057271,0,15.951311050690437,3.0122663158179748,119,98,82,34,11,9,19,4
2019-06-10,34.68141350968529,29.563031806400968,0,14.196541498397522,4.2531332240680655,81,58,59,24,8,6,13,2
2019-06-11,34.98880374453962,7.153303476592008,0,92.32197124298709,0.23949010733712417,80,64,59,23,7,6,13,3
2019-06-12,36.792521134990835,25.359669481719035,0,83.78034134669109,3.9993430226427207,73,58,52,21,7,6,11,2
2019-06-13,37.13025017395815,12.008368813785312,0,1.7495921150185612,1.9723872049105933,83,66,59,20,8,6,12,2
2019-06-14,36.090266645412065,8.304491443846793,0,93.06543131665487,0.7974531691560499,61,53,41,17,6,5,10,2
2019-06-15,37.75515868159512,15.996390992845873,0,81.07394375878748,26.835254997519748,59,48,42,17,7,5,10,2
2019-06-16,35.57492032069016,21.09891448619034,0,1.8648983844271672,4.593822718471131,110,86,75,31,10,8,17,3
2019-06-17,37.28809043099254,14.523796125586875,0,82.98863804284038,0.5530287597033223,83,68,62,22,7,6,13,3
2019-06-18,36.2587046772031,6.3641352070674735,0,18.046159468841974,4.333913935578285,121,92,81,33,11,9,18,4
2019-06-19,36.931221976983466,19.986528491467915,0,93.23530309454792,2.721223104918073,128,95,84,36,12,10,20,4
2019-06-20,37.74154694015579,27.560081902766868,0,13.078873443598527,0.1952808940821954,79,60,52,21,7,6,12,3
2019-06-21,36.9425451454238,14.580384148681292,0,10.696363298862883,2.3223807285866913,109,79,76,30,10,8,17,3
2019-06-22,37.52490102333795,10.408319440770676,0,11.926552100077242,4.087247572381504,111,86,75,32,10,8,17,4
2019-06-23,39.01990369096121,16.064433648320385,0,81.57367313883796,3.631013938195502,62,56,47,19,6,6,10,2
2019-06-24,37.53849872055046,6.209067776219522,0,5.999829411074222,2.4439120884235894,120,97,89,35,12,10,19,4
2019-06-25,39.05045764508928,25.51218961200687,0,0.9706690145933794,4.3002493984810854,85,57,54,20,7,6,12,2
2019-06-26,37.18199940900046,25.658520273754668,0,14.885618785883283,0.6018238089011485,127,100,88,34,12,10,20,4
2019-06-27,38.935988234260066,19.70001158574071,0,85.13483202683099,4.549705266961844,79,54,53,23,7,5,11,2
2019-06-28,39.939739535933185,13.827572223459738,0,13.414514801574464,4.232206042416744,68,50,47,19,6,6,11,2
2019-06-29,36.11599508263074,24.994584111144583,0,12.872675762392412,26.950752287994796,69,53,47,20,6,5,10,2
2019-06-30,37.87766829182549,18.86717561970918,0,4.874342643350524,4.089438710643746,153,120,108,42,14,12,25,5
2019-07-01,39.335989178622974,25.648307713750405,0,0.44689867532582417,2.71907753421333,90,64,59,22,8,6,12,2
2019-07-02,38.637629713390645,20.786469814575515,0,97.22260486089563,3.3758121454883345,80,61,53,22,8,6,13,2
2019-07-03,39.2909593379668,24.61013683031993,0,89.72851670052144,2.8029903535388945,79,66,49,22,7,6,12,3
2019-07-04,38.392323509806616,19.964074830443998,0,6.136762614052367,1.7771426525397467,119,96,88,35,11,10,19,4
2019-07-05,39.15672791549926,15.353526705391655,0,2.0386381356114014,27.595493803426837,71,52,47,17,6,5,9,2
2019-07-06,38.98560264646126,28.94864649815344,0,93.24859946842703,27.353042813084425,111,87,77,30,10,9,18,3
2019-07-07,40.37749493882615,18.527845621971117,0,6.977334435903546,2.2013958542039265,113,82,77,30,10,8,17,3
2019-07-08,39.52983767909318,20.12723796351346,0,90.62006259485925,1.4038770363012159,81,60,53,21,8,7,12,2
2019-07-09,39.67597495030445,10.512190985368731,0,93.65928837377375,0.614438947306945,120,99,86,34,11,9,19,4
2019-07-10,38.986683613296485,20.64126973568191,0,92.74781700746598,1.609309281949531,123,91,85,34,11,9,19,4
2019-07-11,38.96835765019893,19.290191237073596,0,18.4000166949931,4.259936090923853,75,58,54,22,7,6,11,2
2019-07-12,39.07800697513191,9.620959948675623,0,18.154506862586853,1.9054038532115287,66,54,53,20,6,5,11,2
2019-07-13,39.956800408297354,6.489677433828593,0,95.57202717401113,3.7400182448443453,114,83,73,31,10,8,17,3
2019-07-14,39.19031335790274,20.10898299286928,0,4.388312771138077,0.8759892711908063,68,50,48,18,6,5,10,2
2019-07-15,39.94717423344496,24.092306733758015,0,93.56365169178136,2.122095795838208,123,92,81,34,11,10,19,4
2019-07-16,41.77604001716051,18.085034273050205,0,4.27425949705158,0.5742803466758828,125,98,87,34,11,10,19,4
2019-07-17,40.61212925515589,10.669315632991143,0,87.71464655799666,0.6931053168374485,123,92,80,34,11,10,19,4
2019-07-18,39.45245988288873,21.663049417325873,0,4.665086436450969,3.087181899450346,71,55,49,20,7,5,12,2
2019-07-19,41.014278624880035,7.002643165240056,0,10.299648073916117,3.0374090872450554,65,48,45,17,6,5,11,2
2019-07-20,39.43666279449937,16.045842620048866,0,6.4365501633815985,31.363051801958438,111,92,78,31,11,9,17,3
2019-07-21,37.835369888762,9.084168959960504,0,91.63016619248145,2.372115971443993,115,90,80,33,11,9,18,4
2019-07-22,38.89123863995613,9.611476276497084,0,82.60378698401605,4.31653083488974,125,96,84,34,11,10,19,4
2019-07-23,38.05143017315346,10.057348728955091,0,17.47814477570334,0.8710075433824144,86,61,57,23,8,6,13,3
2019-07-24,39.59066558489822,14.667676426099447,0,11.411057098999445,0.09605266536757417,125,94,83,34,11,10,18,4
2019-07-25,39.97760834066135,6.278755140509941,0,82.1944760249424,3.2599757033178616,74,61,55,20,7,5,11,3
2019-07-26,41.649687043356835,14.944836023227454,0,3.917443701582748,0.267491040443425,68,50,48,18,6,5,11,2
2019-07-27,40.311281585319804,17.792686177867523,0,3.33947747345108,22.403431640330076,63,49,42,17,6,5,9,2
2019-07-28,39.77339958358797,17.08235712415813,0,11.511542513968404,3.048101418994405,149,109,106,40,14,11,23,5
2019-07-29,40.827090600982395,14.569602510076013,0,9.26657803092546,2.3519817642198615,122,101,88,34,12,9,19,4
2019-07-30,37.788772088354015,25.978665201768813,0,13.203452832939139,2.1499627001215336,85,61,52,22,7,6,13,2
2019-07-31,40.23478114465594,8.633167310512603,0,15.892535820535631,2.8653532925846568,81,59,55,23,7,6,13,2
2019-08-01,40.766328000760545,17.642418594534348,0,15.026145913043528,0.4531221836010746,128,95,88,34,12,10,19,4
2019-08-02,38.51021091007049,6.5510354239138575,0,18.845223473171224,4.650095294097479,66,47,42,17,6,5,8,2
2019-08-03,41.122925651860854,6.778891971947743,0,7.965128183140231,3.128210342759389,72,53,46,20,6,5,11,2
2019-08-04,40.30508542503611,19.34664624192741,0,4.127734844963616,0.9198924880545439,64,46,47,18,7,5,10,2
2019-08-05,39.53576519710618,19.150460622195524,0,11.018252798957715,2.812905268823314,76,58,52,22,7,6,11,2
2019-08-06,40.56535035878043,26.950837821111424,0,84.32981134532236,0.6662825291650581,74,61,58,24,7,6,11,3
2019-08-07,42.18183349773894,18.94684189150183,0,5.777022466632628,0.08776358779156057,77,60,54,21,8,6,12,2
2019-08-08,40.0686421573819,28.994775510121254,0,4.157761105262889,3.15258492606999,74,56,50,20,7,5,11,2
2019-08-09,40.10770208593864,6.2173712099982446,0,7.931274335941618,3.242416709350639,67,50,48,20,6,5,11,2
2019-08-10,39.369904620259575,7.450192119518526,0,2.2243315000443076,2.9184829140170776,106,79,74,29,9,8,16,3
2019-08-11,38.94629254699011,6.101646539259535,0,0.636834890961957,0.9174160218001154,65,47,43,19,6,5,11,2
2019-08-12,40.59044132286793,9.631921258338501,1,13.135880092600637,3.0171492924738352,50,40,33,15,5,4,8,2
2019-08-13,38.86509814038175,18.531752773541953,0,92.77398189766345,0.282554704622599,160,118,111,46,15,12,25,5
2019-08-14,39.75094406746003,21.1393045356857,0,14.167178720773224,3.0461917778596117,69,61,52,21,7,6,12,2
2019-08-15,39.157048038876376,6.1396289487167195,1,88.51523229860611,2.770085095538094,54,44,38,15,5,4,9,2
2019-08-16,40.066157995619356,28.649272246139983,0,2.28589362284767,31.06885906218275,59,49,45,19,7,5,9,2
2019-08-17,39.87047207159141,26.054134416259526,0,5.8215776275129265,33.881773884177996,116,92,81,33,11,9,19,4
2019-08-18,40.52115574437961,12.415312053927329,0,2.5905321980070473,4.2517905261976825,125,95,86,33,11,10,19,4
2019-08-19,38.91759503504946,6.9296882556616985,0,16.859448040971262,4.903270957812694,84,61,60,22,8,6,13,2
2019-08-20,39.09893852766094,9.247176830476432,0,14.938073107110466,4.881205164682875,127,94,88,34,12,10,20,4
2019-08-21,38.328475594597485,8.173610343874316,0,91.15322495244833,3.861598466868763,84,65,63,24,8,7,13,3
2019-08-22,38.79861396185483,8.082094482473671,0,6.826184809797868,4.78209811088864,158,122,116,44,15,12,25,5
2019-08-23,39.55313675363879,17.96404221664335,0,89.5178502165898,28.20203038871768,70,57,52,20,7,6,11,2
2019-08-24,39.86303491758751,11.146186062335008,1,89.41520443335405,3.6379122494748644,97,67,62,26,7,7,13,3
2019-08-25,38.11139269906922,13.953492913228612,0,16.023111946023146,0.376921273218776,74,51,52,20,6,5,10,2
2019-08-26,39.827998827454756,29.737633334608063,0,5.291820695374582,0.24524944134943882,76,62,52,19,7,6,13,2
2019-08-27,40.23621108509988,22.10785622313362,0,4.201058403586105,4.187997837528851,76,59,50,20,7,6,12,2
2019-08-28,39.21355694295906,28.724516676175035,0,15.678338576930969,2.4482792893584913,124,89,87,35,12,10,19,4
2019-08-29,40.59385899965128,8.56391387582789,0,13.717449104628802,4.073033421874604,77,60,53,21,7,7,13,2
2019-08-30,37.857632081395536,14.553486870814233,0,13.619558584235275,1.5645913532760969,115,84,79,30,11,8,18,3
2019-08-31,37.29856699418685,18.868295082058857,0,11.052691636583878,27.960322115936656,108,82,77,30,10,9,17,3
2019-09-01,36.673770324626354,6.91895154721845,0,11.271566855530978,3.5009336050596596,115,86,78,32,10,9,17,4
2019-09-02,39.855299105675556,5.104686090698946,0,80.69964976616126,4.576633684660466,86,63,56,23,8,6,13,3
2019-09-03,38.91790764359315,21.760858344922937,0,85.22133599790658,0.4388073723944297,84,64,58,23,7,6,13,2
2019-09-04,38.1097958435487,21.04548792003588,0,85.57414691241418,4.3073907231730315,76,61,56,21,7,5,11,2
2019-09-05,38.34476808952927,15.269720249990295,0,17.4327354104011,3.9650636243968265,77,65,59,23,8,6,13,3
2019-09-06,36.836339590527786,17.241101900800814,0,6.177304020243155,29.088634148199446,71,54,50,19,6,5,11,2
2019-09-07,40.30225053040397,15.38607501480224,0,10.92619142758598,27.41773185437478,110,88,79,32,11,9,18,4
2019-09-08,37.87806159564563,5.600126121122221,0,14.052789280133682,0.23230738610954815,145,116,98,41,14,12,23,4
2019-09-09,37.748280922510325,13.384290155436561,0,19.99849653666353,0.07870305558358992,123,92,79,33,11,9,19,4
2019-09-10,38.25243489921878,9.427056384932246,1,92.60843496337847,2.3850306317886454,98,72,70,25,9,7,15,3
2019-09-11,37.893229340222675,7.460604727534219,0,94.70828051014006,0.47769822748655266,123,91,85,36,11,10,19,4
2019-09-12,37.519459565144004,28.918010847233745,0,16.85176758867335,0.9700090720760651,74,61,51,20,7,6,12,2
2019-09-13,36.386294681314304,19.98399312605414,0,16.110062225197264,26.58641932357813,61,49,45,18,6,5,10,2
2019-09-14,37.52730445820777,23.216407105915067,0,14.62151763469097,27.299150655340735,106,92,77,29,10,9,16,3
2019-09-15,38.81483676534481,12.884093581652937,0,9.264592748180577,3.168162186330567,109,84,78,31,10,9,17,3
2019-09-16,38.15315414092514,14.82867823735038,0,6.478782403214316,0.9373966541596002,75,62,60,22,8,7,13,3
2019-09-17,38.27382526877473,10.923099847418086,0,12.174609651696972,4.143309022272097,124,95,88,34,12,9,19,4
2019-09-18,36.04034789565967,7.424141774135618,0,17.52446586263282,4.339898862198738,129,95,86,38,12,10,20,4
2019-09-19,35.430942312107064,9.475790936039594,0,91.50225133878723,2.616637968565217,84,64,59,22,8,7,11,3
2019-09-20,36.161841225858694,24.937851132412145,0,2.1699669014087686,30.896983306902968,63,51,45,19,6,5,11,2
2019-09-21,36.208570911921974,21.938645129594395,0,89.80238472253563,33.7256768921698,114,90,81,33,11,9,19,4
2019-09-22,37.11043215072017,18.67322189963692,0,9.294439123974989,3.6566208833721903,123,97,82,33,11,10,18,4
2019-09-23,34.185387893209914,16.877246821669203,0,19.552307350475065,3.6703795784681432,82,60,53,23,7,6,12,3
2019-09-24,37.267272998503856,28.06085709140311,0,13.55996030485169,0.5269673697543165,81,63,56,22,8,6,13,2
2019-09-25,35.43788472552278,6.81837369446671,0,8.14492834524141,1.3541801884783289,75,62,50,22,7,6,11,2
2019-09-26,35.02552331545909,12.015020330947898,0,0.52115771971186,0.33423609908838026,128,92,87,36,12,9,19,4
2019-09-27,34.29519610635917,13.74844633926785,0,94.43819147984608,0.04340604613154331,64,47,43,17,6,5,9,2
2019-09-28,33.505767238292755,24.560645305319696,0,96.21331546967025,27.216977162411975,113,88,75,29,9,8,17,3
2019-09-29,35.83558871841967,29.812865504049284,0,16.68899914695526,4.4024359132347,115,86,80,32,11,9,17,4
2019-09-30,34.9360450382753,11.016762868928826,0,15.050373211407242,1.1993702951802576,123,89,78,34,10,9,18,4
2019-10-01,33.421634176997586,1.2785257663627256,0,88.0805990065692,4.8507698129586085,74,61,52,21,7,6,12,2
2019-10-02,33.26398816302097,0.15028590635517314,1,8.584215590833995,2.986454997806031,61,44,41,16,5,5,9,2
2019-10-03,34.06940314421482,0.26840485265270053,0,17.946779311375373,1.1862924381734519,79,58,56,23,8,6,11,3
2019-10-04,35.91902492498494,105.29114194147702,0,5.769167008362568,25.72157447223511,104,87,78,30,10,9,16,3
2019-10-05,33.83396823679261,0.6793212409628855,0,86.90793324127192,1.0954741135005768,158,115,108,42,14,12,23,5
2019-10-06,32.43275981344656,1.415895653402378,0,88.22081561149223,4.919867790911869,98,82,69,28,9,8,14,3
2019-10-07,33.5313365879537,1.114849489340284,0,16.184916735069653,4.23632491952482,80,63,59,24,8,7,13,3
2019-10-08,33.344413737550006,0.5120423461230261,1,16.412511861343894,0.13119394391164552,101,84,72,28,9,7,16,3
2019-10-09,30.75923648376576,1.3016559009786561,0,3.9038762855185105,4.738880157337356,73,54,49,21,7,6,12,2
2019-10-10,33.23978995572749,0.2325473605857613,0,2.865919828618688,3.6053255365144365,81,67,57,23,7,7,13,3
2019-10-11,32.900135879149595,1.0728207661600608,0,87.89209903322481,0.41190626010639164,68,54,48,18,6,5,11,2
2019-10-12,33.663334557548325,0.8742962100900693,0,4.740830178373601,3.353188731632228,113,85,76,29,11,8,17,3
2019-10-13,34.6512628469375,0.5357471656348816,0,15.483809834286495,3.2346334898284272,111,89,76,31,10,8,17,3
2019-10-14,33.763219956827825,1.2080099954790002,0,4.8007683752829955,1.0939437290379173,86,61,53,21,8,7,13,3
2019-10-15,32.201333114254524,1.742667184680565,0,14.582065671897524,3.792233500037878,80,56,53,21,7,6,12,2
2019-10-16,31.196530793564452,1.9978093995261534,0,5.0381653073484305,0.4353235165648356,83,63,61,23,8,7,14,2
2019-10-17,34.70856895764782,1.215525537486849,0,7.905849959013434,2.447225906156239,78,59,51,22,7,6,12,2
2019-10-18,32.025947331950256,0.8094117486583403,0,19.663245798228168,0.04961603581543961,111,85,80,31,9,9,17,3
2019-10-19,31.811595149168568,0.4504142004324032,0,4.896234625682712,4.843687444473732,66,48,47,16,6,5,10,2
2019-10-20,31.603945042275168,0.5141921787902235,0,7.527412545965353,3.7578181588845467,73,55,49,19,6,5,11,2
