ds,max_temp_c,rainfall_mm,is_holiday,O_positive,A_positive,B_positive,AB_positive,O_negative,A_negative,B_negative,AB_negative
2019-12-05,21.305224884348146,1.1694321078572252,0,49,41,38,11,4,3,4,0
2019-12-06,20.870501020702964,5.948576427064931,0,52,50,44,21,5,3,2,0
2019-12-07,25.059173903058,0.5647251331070885,0,40,29,21,9,5,3,1,0
2019-12-08,21.15151314904909,1.5189450430215006,0,26,19,26,6,1,4,0,0
2019-12-09,27.089041231603094,1.31693586925368,0,44,49,45,18,6,3,0,4
2019-12-10,19.284577612141707,2.427147115847389,0,35,39,41,12,4,7,2,2
2019-12-11,26.712274094444744,0.140866885693063,0,51,41,40,9,0,4,2,2
2019-12-12,23.614300839635074,0.43081989082447425,0,33,35,39,10,2,2,4,3
2019-12-13,22.873761507389442,0.48303469099431035,0,47,32,34,8,4,3,4,1
2019-12-14,21.854325725310325,2.6799726819727248,0,33,23,27,9,3,1,1,0
2019-12-15,23.621503091944525,0.41931651678138643,0,29,25,46,8,1,0,0,1
2019-12-16,22.62915505428543,1.7042472026260074,0,31,33,48,10,4,5,2,3
2019-12-17,24.794383655547087,0.48476441761994754,0,62,29,39,8,4,3,2,1
2019-12-18,22.701787022003995,3.9555750544466894,0,60,39,40,12,3,1,0,1
2019-12-19,22.661717395018325,5.701029765069134,0,63,42,37,9,2,2,1,0
2019-12-20,21.523935161901882,1.4616689158139262,0,58,41,36,9,5,2,1,0
2019-12-21,22.029610201770723,0.8686827388738841,0,46,22,17,5,1,2,2,0
2019-12-22,22.653774899957966,0.5332970727818617,0,35,27,25,4,1,1,2,0
2019-12-23,18.514863751477304,0.10212559248340759,0,56,50,39,23,5,3,3,0
2019-12-24,19.138248641329415,0.6253163253761085,0,57,47,48,15,6,8,6,5
2019-12-25,23.222986200806336,2.1239963622844136,1,48,39,33,16,2,2,2,0
2019-12-26,21.98247608206952,1.5254958934514837,0,46,37,41,9,4,11,2,4
2019-12-27,21.17954275376401,5.7662819444142945,0,59,33,38,9,6,5,4,0
2019-12-28,21.49364616863252,1.009280460601282,0,36,28,24,2,2,2,1,0
2019-12-29,22.063742130224227,2.3674473660499684,0,48,30,41,10,0,1,1,0
2019-12-30,20.20341745228806,1.3440349761544055,0,44,33,48,9,7,3,9,1
2019-12-31,19.643268509460018,1.43724268224804,0,47,47,51,12,4,3,4,3
2020-01-01,21.511117283900433,0.6233329983145527,0,59,48,38,14,3,5,1,1
2020-01-02,19.084861537420846,1.2137583413523827,0,57,47,44,17,3,5,5,2
2020-01-03,21.782947488182096,1.2727209936541504,0,61,37,39,12,5,5,3,5
2020-01-04,17.488786490582157,2.452726702691832,0,37,34,27,6,1,0,2,0
2020-01-05,22.882475014057352,5.648269332823984,0,60,47,30,9,0,3,1,2
2020-01-06,21.70228774289515,0.7989301213429252,0,48,28,44,10,5,2,2,1
2020-01-07,21.20482015824796,0.08623356060082277,0,54,38,45,15,3,7,3,3
2020-01-08,22.596568504936712,1.3715294977825883,0,51,42,44,10,3,6,7,2
2020-01-09,23.903337455020946,1.5725493497688672,0,45,39,44,14,5,6,1,1
2020-01-10,22.545124329914547,0.3689049739442266,0,42,28,39,11,4,7,5,1
2020-01-11,16.781441571032254,2.858108182642977,0,34,28,15,7,1,2,1,0
2020-01-12,17.853667896655633,8.389980213890304,0,38,32,31,8,3,2,1,0
2020-01-13,19.11565735896715,5.829216006887845,0,39,34,38,11,5,5,1,2
2020-01-14,20.372804270181028,0.4390652541695266,0,49,33,40,9,2,1,3,4
2020-01-15,21.31413607464763,4.1647033825331095,0,55,42,38,14,4,2,2,3
2020-01-16,18.788406867369385,2.4381298147640402,0,53,36,40,9,2,2,0,0
2020-01-17,20.577396612499257,1.209710648093844,0,51,36,34,12,3,3,3,1
2020-01-18,18.659968615493533,1.5557158418699892,0,34,22,33,7,1,1,0,0
2020-01-19,18.917482894377798,3.7889160618285382,0,46,35,30,9,0,1,0,0
2020-01-20,17.29990190398015,1.3083720007739967,0,46,52,49,16,2,2,2,4
2020-01-21,18.242392867843645,0.9342790505565267,0,55,35,34,12,4,3,3,1
2020-01-22,17.364062296093188,1.3594650930018293,0,64,38,36,16,0,3,2,2
2020-01-23,18.097200383038356,1.7308616319294685,0,48,38,46,12,1,8,4,2
2020-01-24,22.14069457567398,0.41916596020517727,0,56,37,62,14,5,6,8,1
2020-01-25,18.122030613682192,4.623407690802076,0,43,42,36,11,2,6,4,1
2020-01-26,25.275966973824445,2.242863049551124,1,40,44,33,11,1,1,0,0
2020-01-27,20.991172994888206,2.0062528886100806,0,47,42,56,10,4,7,1,0
2020-01-28,20.37050566084237,0.2096018471410161,0,51,46,34,14,2,2,3,1
2020-01-29,18.28337704227567,1.8535608040608302,0,56,41,35,21,2,3,2,2
2020-01-30,21.402934739019074,0.2578512588822129,0,50,38,50,9,4,2,4,2
2020-01-31,18.85622423512762,0.16393407894915946,0,45,38,41,7,2,3,4,1
2020-02-01,20.259665417735082,1.4986347825053743,0,37,21,26,4,1,1,0,0
2020-02-02,25.146919345456034,1.0309579812949412,0,31,22,33,8,1,1,0,0
2020-02-03,19.84869023907891,1.7774010824278856,0,52,41,39,13,1,2,2,1
2020-02-04,22.35636758363183,0.1869125683883951,0,59,42,36,17,4,1,1,0
2020-02-05,18.671425055568903,1.1276901575475824,0,52,43,33,9,4,3,1,2
2020-02-06,20.030698068132544,0.3842267976837368,0,63,37,23,7,3,3,1,4
2020-02-07,23.668106847331156,8.70106925684185,0,48,44,43,13,7,3,0,2
2020-02-08,18.90132771690354,1.6471961880330628,0,38,40,20,4,3,0,2,0
2020-02-09,23.811832413277763,2.3258975704495923,0,36,34,30,8,1,2,2,0
2020-02-10,21.63702045585438,0.7873249105458251,0,59,40,38,16,1,4,3,1
2020-02-11,19.13406189648726,0.19906376986297572,0,50,47,32,9,7,3,2,3
2020-02-12,21.56417625959597,7.448670311244201,0,44,37,56,13,4,3,3,0
2020-02-13,22.287709522704912,0.6744703542455456,0,52,39,40,18,5,5,1,0
2020-02-14,21.632322085711387,1.1026293237419036,0,60,37,25,10,3,7,2,0
2020-02-15,17.297202294300032,2.0988668098488437,0,36,36,27,4,1,0,1,1
2020-02-16,19.035160485398727,0.05001478451311342,0,45,30,34,7,1,1,0,0
2020-02-17,20.048998854625566,3.3241919650646334,0,58,40,31,13,2,2,2,0
2020-02-18,20.45257256238095,1.5382352059653424,0,43,29,38,12,4,5,4,3
2020-02-19,21.902971906872104,0.6520619969147267,0,50,48,50,13,5,4,9,4
2020-02-20,21.079985166074543,0.12717498231056104,0,47,59,51,14,7,4,5,3
2020-02-21,18.119598405413452,0.3546642466277783,1,53,38,39,19,0,3,1,4
2020-02-22,21.61911582015859,4.508234892197093,0,37,35,18,5,0,0,1,1
2020-02-23,22.151033362541288,2.316878884684917,0,33,27,27,9,2,1,1,0
2020-02-24,22.123272199339645,0.5751020864380112,0,42,50,52,9,2,2,3,1
2020-02-25,23.241747986513758,0.13570297111374324,0,64,38,36,12,5,4,4,0
2020-02-26,22.827169209664174,2.3463396653033968,0,52,39,37,12,1,2,1,2
2020-02-27,22.159443107014443,1.6991703364144264,0,47,40,35,11,5,2,3,2
2020-02-28,21.185105029786737,1.036773354775959,0,42,42,26,12,5,2,4,1
2020-02-29,18.09043855020999,0.903891946473383,0,33,28,24,4,3,2,1,1
2020-03-01,22.361065522989893,0.48877083124979975,0,35,39,32,6,0,0,0,0
2020-03-02,22.009191317981436,2.214970614678339,0,66,46,44,16,2,3,3,2
2020-03-03,22.23145141073267,7.058154312624834,0,45,47,50,9,3,4,2,1
2020-03-04,19.231737315335238,0.3864784666587195,0,63,32,33,13,3,1,4,1
2020-03-05,19.722496329109866,1.8182162772098232,0,50,48,37,10,3,4,4,2
2020-03-06,24.092694824919043,1.1039378944872604,0,52,37,34,7,3,3,6,1
2020-03-07,22.011433124718916,1.183669091337455,0,32,17,29,5,2,2,1,0
2020-03-08,23.560042884037497,0.5864542494286672,0,38,24,28,6,0,2,0,1
2020-03-09,22.362488483421544,3.48748064055947,0,48,27,44,12,3,5,1,1
2020-03-10,22.476454194205868,1.3281696405156367,0,45,42,35,9,4,2,3,1
2020-03-11,24.40684673498644,1.5679207237447101,0,52,37,44,9,3,6,4,2
2020-03-12,21.613740313925398,0.7269989644235662,0,47,44,41,7,1,3,2,1
2020-03-13,22.955801170922843,0.4013176404734232,0,51,32,36,9,5,2,3,1
2020-03-14,21.95888319977217,0.17965333758433813,0,30,25,40,4,2,0,1,0
2020-03-15,22.136424274618896,2.5043602632299824,0,38,33,35,5,2,0,1,0
2020-03-16,22.51112808082605,0.43689489480226185,0,59,34,44,7,3,1,0,2
2020-03-17,23.69983135493797,2.3428521781591547,0,50,49,33,10,6,2,1,0
2020-03-18,22.426156574250264,0.9898272739634476,0,51,42,41,8,4,1,0,1
2020-03-19,26.02521664079723,1.0749375114808397,0,43,29,43,14,4,3,4,1
2020-03-20,21.85646238665922,1.2666551624294744,0,42,42,32,10,2,2,6,0
2020-03-21,23.405789227268606,0.9168095396959194,0,42,36,31,3,0,1,0,0
2020-03-22,23.03576918230039,0.21209923322803498,0,44,27,36,16,2,2,0,1
2020-03-23,26.946688899099833,0.741060430035592,0,53,38,30,9,4,2,2,1
2020-03-24,24.58510681848514,2.1797076764005876,0,51,35,40,14,1,6,2,1
2020-03-25,26.396671516026093,2.19193797933938,0,54,39,38,19,0,2,4,0
2020-03-26,21.50452612224986,0.6743730435962688,0,54,35,46,10,2,5,2,0
2020-03-27,25.15404881635552,1.2327524133327092,0,56,40,36,12,4,4,1,1
2020-03-28,26.545105517591374,0.42997190043668776,0,39,35,24,12,2,0,1,0
2020-03-29,25.077858540029805,0.4723868674992642,0,38,27,35,8,0,1,0,0
2020-03-30,27.19320524853093,0.046633650074005106,0,48,44,45,13,4,3,2,2
2020-03-31,24.17808469864137,4.541137265524326,0,44,36,37,18,2,1,2,0
2020-04-01,28.183192171342654,0.47323449317878186,0,57,49,39,14,6,3,1,5
2020-04-02,30.11550282983439,0.5163342496225404,0,53,38,50,10,0,3,0,2
2020-04-03,24.94656695361637,0.655901308724793,0,50,45,29,12,3,2,3,1
2020-04-04,24.937058931075285,0.2725745370041452,0,50,40,32,7,9,4,1,0
2020-04-05,28.89188906217567,2.039211588360606,0,61,41,48,12,2,4,2,1
2020-04-06,29.30251022902535,0.15623219477726372,1,43,39,30,13,3,4,4,0
2020-04-07,25.257034516786735,0.2882082927758412,0,39,30,34,10,1,3,1,1
2020-04-08,25.62286514404457,2.0699048939818567,0,60,40,47,19,3,6,9,6
2020-04-09,26.061201786337854,0.8300027294625723,0,62,57,58,15,8,4,5,2
2020-04-10,24.098402361007803,2.4616456339871884,1,65,47,43,18,9,4,1,1
2020-04-11,25.113483860468712,1.630289520904232,0,46,43,27,8,3,0,1,0
2020-04-12,25.106894137689775,0.5914854059400115,0,45,34,34,7,2,1,0,0
2020-04-13,25.744823294450686,2.104380999426205,0,46,54,37,12,5,1,3,2
2020-04-14,27.377097274064568,0.2472157147396446,0,51,39,42,15,2,2,1,0
2020-04-15,28.08170180501354,1.5375111288048893,0,57,37,39,9,4,3,4,0
2020-04-16,30.8817858555865,1.1494774989460168,0,54,39,40,9,4,4,1,1
2020-04-17,25.952246919836227,0.6236041577257369,0,66,35,33,8,4,7,2,2
2020-04-18,30.086377698520725,1.8527073767231792,0,33,36,31,4,3,1,0,0
2020-04-19,27.859090869734207,4.101064422389638,0,52,26,32,9,2,0,1,0
2020-04-20,28.357984374052325,13.633453528651135,0,56,38,42,15,4,4,2,3
2020-04-21,29.976851263200558,1.8717768809266795,0,50,49,27,13,0,3,4,0
2020-04-22,26.552475507881876,1.03739933343646,0,52,36,45,14,2,5,1,2
2020-04-23,29.733802517893754,0.510319022850928,0,49,40,42,13,6,5,5,1
2020-04-24,29.473256429051645,0.5943771377322214,0,57,41,34,19,2,3,1,2
2020-04-25,30.2968782599931,1.3057577947141228,0,32,36,32,6,3,0,0,0
2020-04-26,30.062140615583097,0.9154473194049071,0,40,27,36,7,1,1,3,0
2020-04-27,34.56638416359433,4.9025071828671605,0,47,39,47,18,4,2,3,0
2020-04-28,28.55238646993902,0.9186670125332103,0,50,37,33,10,7,2,1,2
2020-04-29,28.938006089996364,0.9350361333000837,0,44,42,38,9,4,2,2,3
2020-04-30,28.925852508708818,0.9675058783679252,0,43,32,36,13,3,5,2,0
2020-05-01,29.233261877906948,3.623355581333223,0,47,42,36,11,2,7,2,0
2020-05-02,29.241422417619503,2.1041540202407383,0,43,27,29,8,1,0,1,0
2020-05-03,33.0660573302383,1.904710882559354,0,32,37,36,9,2,0,2,0
2020-05-04,33.70065648335417,0.8133607596551767,0,46,33,38,13,1,5,3,1
2020-05-05,29.889524386975395,3.406444459075318,0,66,54,46,15,9,7,3,1
2020-05-06,29.53736930278507,0.07823826824506983,0,50,50,54,19,4,7,4,1
2020-05-07,32.31561883390546,4.092743603890424,1,56,34,46,13,5,3,5,3
2020-05-08,30.438642118080868,1.4379554698762191,0,38,42,42,12,1,3,0,2
2020-05-09,32.9787950773258,1.0158271852393528,0,34,33,34,14,1,1,2,0
2020-05-10,32.288113140135046,1.3749954604677666,0,32,40,20,6,2,1,2,0
2020-05-11,29.01955676869173,2.201722815285082,0,47,43,30,20,5,4,4,4
2020-05-12,35.314225532701776,0.025695209367244818,0,43,40,39,16,3,4,1,2
2020-05-13,35.97848300625054,4.104460016600458,0,57,41,48,9,1,2,2,2
2020-05-14,31.327955570193097,1.1838527344374292,0,39,50,43,6,2,3,3,1
2020-05-15,31.944178455469086,0.8400406048705982,0,57,39,37,10,7,5,2,1
2020-05-16,33.4565551102559,0.29756985565994726,0,40,29,23,10,0,2,1,0
2020-05-17,33.71812582653694,1.1577285240653432,0,44,22,33,9,0,1,0,0
2020-05-18,34.529785162269306,1.3716392705635732,0,49,39,43,12,3,2,2,2
2020-05-19,37.39563807347383,1.0338439861519895,0,57,39,43,11,5,3,0,1
2020-05-20,33.18286676677562,2.2705116367067024,0,48,51,46,12,4,5,7,0
2020-05-21,32.100650939829826,1.0925482211382564,0,45,48,41,10,6,3,3,3
2020-05-22,31.097995606407018,6.509916981713345,0,55,42,33,17,8,5,3,2
2020-05-23,32.55301981217589,1.8289723113213283,0,56,58,46,14,3,5,4,2
2020-05-24,34.10568208037557,3.295089023665168,0,45,49,39,12,2,4,1,1
2020-05-25,37.91687165253989,0.23162074726462062,1,53,34,37,11,10,9,4,1
2020-05-26,33.44707081933176,1.0126425437020543,0,60,37,40,9,1,6,6,1
2020-05-27,35.0830786123063,0.82150120786953,0,62,45,31,13,4,5,1,0
2020-05-28,34.75449260901238,1.6855340913986676,0,61,46,48,9,5,3,2,4
2020-05-29,37.314542048495944,3.9481967412293812,0,58,40,33,11,4,1,2,0
2020-05-30,40.14057429026828,0.1631539065376037,0,37,25,25,9,2,2,3,0
2020-05-31,34.17241852781486,0.15068626508930788,0,35,39,40,8,1,2,0,0
2020-06-01,34.40117283034655,7.9318562554751555,0,58,40,35,13,7,5,4,2
2020-06-02,37.612674885814336,3.529955347024376,0,47,49,28,7,2,0,3,1
2020-06-03,37.0308005421638,56.300324585202226,0,73,52,45,24,9,5,6,4
2020-06-04,39.501417386010075,15.560044978307447,0,45,39,44,17,2,2,3,4
2020-06-05,37.11512324025956,40.895629431531084,0,54,33,27,8,6,1,1,3
2020-06-06,35.366184519577146,5.422847527621241,0,32,37,26,8,3,0,0,0
2020-06-07,37.40177714579329,22.841399133811336,0,41,32,27,5,2,2,1,0
2020-06-08,38.57173017006759,21.77745390072408,0,51,28,42,13,3,5,0,0
2020-06-09,38.12725997274454,17.64807160649723,0,49,52,39,8,4,4,1,1
2020-06-10,37.630894244637375,50.56248538314868,0,68,73,48,17,6,7,6,3
2020-06-11,38.87778556750776,7.502126897821071,0,50,36,31,7,3,8,2,1
2020-06-12,39.20911885312802,2.1013037595301736,0,41,45,46,16,3,1,2,2
2020-06-13,39.75890125259153,16.707816600712995,0,34,37,31,9,4,0,2,0
2020-06-14,38.41398599799703,19.601704308273792,0,37,39,35,6,1,1,0,0
2020-06-15,36.902204222325416,12.837129690013972,0,55,49,41,13,7,1,2,2
2020-06-16,37.6475976025065,3.4755366112807513,0,51,47,45,9,1,5,3,1
2020-06-17,39.882738809982264,10.53148518377187,0,42,35,34,10,2,3,5,3
2020-06-18,35.94918674281116,5.613633884700787,0,46,46,47,13,6,4,0,2
2020-06-19,38.43149488658518,8.36526118767647,0,38,34,38,9,5,3,5,1
2020-06-20,37.01628088605303,15.543800786048392,0,39,35,39,9,2,4,2,0
2020-06-21,37.96694621343741,20.5100132521832,0,35,30,29,6,2,1,0,0
2020-06-22,40.57051460696136,3.9638723237717715,0,47,46,40,13,5,1,4,1
2020-06-23,38.49758872611341,7.79611271424513,0,56,39,36,13,6,6,3,2
2020-06-24,38.30763862933644,4.703443065162491,0,58,44,50,8,2,2,4,2
2020-06-25,35.591993981698245,3.321517947765318,0,53,40,45,8,2,3,4,1
2020-06-26,39.898691188399226,22.944659150498197,0,57,43,33,16,2,5,4,2
2020-06-27,39.78913927755743,35.9951474556557,0,41,30,33,5,5,1,0,0
2020-06-28,42.91414902936895,6.936061143495019,0,37,40,33,11,2,3,1,0
2020-06-29,38.059007077389964,20.87134782890796,0,51,35,40,8,4,2,2,3
2020-06-30,39.19721770677031,34.09470836208266,0,50,38,37,8,4,1,3,4
2020-07-01,39.33944246685515,28.074143458487583,0,54,25,40,12,6,4,4,1
2020-07-02,42.074720024122435,3.028316994047419,0,54,42,45,9,4,3,4,1
2020-07-03,38.80571763174853,46.953321246132774,0,44,42,41,10,5,0,2,0
2020-07-04,39.62818117956704,7.0903430663685985,0,35,27,28,6,1,1,1,0
2020-07-05,40.357072901286415,6.21548387883002,0,40,20,31,5,2,1,0,0
2020-07-06,39.582931123479064,0.9669790937487994,0,53,46,39,13,6,1,4,1
2020-07-07,38.38254960669091,9.988048785955467,0,70,46,41,17,4,1,3,2
2020-07-08,39.72655227402587,1.7313919939655749,0,45,44,40,15,3,1,2,0
2020-07-09,41.5458240791385,4.286055896786533,0,53,34,34,6,5,3,2,1
2020-07-10,37.40293327544931,5.717646207216193,0,51,46,50,15,2,4,5,2
2020-07-11,39.776504511245285,24.818594445129648,0,50,26,31,9,1,0,2,0
2020-07-12,38.16210663604071,31.25037608630381,0,46,36,34,6,2,2,4,0
2020-07-13,42.00139109657269,5.403067141121068,0,59,53,33,9,1,4,2,1
2020-07-14,36.611025566981,29.35285039744956,0,52,51,41,9,4,4,4,2
2020-07-15,38.582795523971896,29.197903511941668,0,50,44,39,14,4,1,10,0
2020-07-16,40.495428301853245,21.70028323979677,0,58,42,36,10,2,1,5,0
2020-07-17,42.90953147352525,2.379575512032912,0,63,35,34,16,4,2,5,1
2020-07-18,39.68156418057011,17.583374486929937,0,32,26,36,11,2,1,2,0
2020-07-19,38.73433911413453,43.512895909886915,0,34,26,35,9,1,0,0,0
2020-07-20,43.63580856282104,17.211074414358478,0,52,51,22,11,2,0,3,1
2020-07-21,37.00329715004105,6.043405360488985,0,32,32,45,15,3,4,2,2
2020-07-22,35.524610180939156,10.41459730736841,0,59,50,43,13,1,4,1,2
2020-07-23,40.82220796904619,15.565229304551337,0,48,47,37,9,5,4,2,1
2020-07-24,38.95508151276657,10.717719981201665,0,53,43,38,10,4,3,3,1
2020-07-25,37.930784096820126,1.9166984645088296,0,42,33,26,9,2,0,1,1
2020-07-26,41.40106710615434,5.610893003081573,0,37,34,27,5,2,0,1,0
2020-07-27,40.48010153993923,24.322356083682045,0,42,39,49,9,7,7,6,1
2020-07-28,38.869527758325454,29.644401051192055,0,39,47,39,7,5,0,3,0
2020-07-29,37.439298600020116,2.2153246623286056,0,45,39,50,16,3,5,2,0
2020-07-30,41.744081243107665,45.669663682723616,0,49,56,49,17,2,4,3,3
2020-07-31,41.295865162790896,5.980827330389325,0,63,57,47,8,4,5,5,4
2020-08-01,39.79044542829157,16.284570534898414,1,28,24,25,6,3,1,5,0
2020-08-02,43.672445600749256,20.904325869397876,0,41,41,27,7,0,2,1,0
2020-08-03,37.82641948488939,25.06541056604512,0,46,24,40,13,7,5,2,0
2020-08-04,36.9000027691575,43.71220196480528,0,64,43,44,9,4,4,4,3
2020-08-05,38.548752352911656,5.629558310985634,0,57,47,42,10,0,6,1,0
2020-08-06,39.81996860722355,29.332517672168727,0,57,34,39,11,5,3,3,1
2020-08-07,40.373454800968794,2.1180437855274965,0,44,42,38,14,2,4,5,1
2020-08-08,39.377009383925646,18.313778967940202,0,45,27,32,5,2,0,0,0
2020-08-09,40.53337631282841,20.32064067108928,0,41,30,26,10,2,2,0,0
2020-08-10,37.29305806807401,16.985169048315345,0,57,48,42,13,5,4,7,0
2020-08-11,42.6476347144702,4.3615973968568476,0,83,45,45,25,5,2,2,3
2020-08-12,39.55687960950548,30.958619857883104,1,41,36,35,16,5,3,4,0
2020-08-13,41.91396949341689,2.774327666635827,0,49,44,55,26,4,5,3,2
2020-08-14,40.3201561783969,0.8269009343353682,0,55,45,52,16,3,8,2,7
2020-08-15,40.50068460818053,18.95929213554725,1,47,29,21,9,3,1,1,0
2020-08-16,40.676344526768865,9.678953271331249,0,49,34,26,8,2,1,0,0
2020-08-17,40.37903292015634,28.366871876223076,0,49,44,41,10,5,3,1,0
2020-08-18,40.71305695363929,7.252951903767561,0,38,48,47,17,3,3,1,3
2020-08-19,42.02711852321918,2.763866042840987,0,54,38,30,9,8,3,9,2
2020-08-20,39.70028164978273,27.15883182387059,0,48,55,41,17,4,3,1,1
2020-08-21,40.66091473710796,11.94131379371846,0,45,41,35,15,6,2,0,0
2020-08-22,38.996364872019484,3.1459301244500333,0,34,30,42,5,0,1,1,0
2020-08-23,41.986280731841106,19.11507060896738,0,52,31,34,12,1,3,0,0
2020-08-24,37.68077341912831,10.73437809094472,0,71,56,28,8,6,5,3,2
2020-08-25,42.56027377317073,13.906976091283173,0,58,47,34,8,1,2,6,2
2020-08-26,38.80025732500624,9.267766709947374,0,48,39,36,12,3,5,5,2
2020-08-27,35.93857183549926,26.465869799491323,0,53,36,34,12,6,4,2,1
2020-08-28,38.9732720169148,26.540818257663545,0,66,52,59,13,9,4,7,2
2020-08-29,37.26931796554935,18.53653594105665,0,37,42,28,10,0,5,6,2
2020-08-30,40.224508795475714,1.6707019149473965,1,37,26,36,6,1,1,3,0
2020-08-31,37.14724261492585,27.38165453493485,0,61,32,32,11,3,4,0,0
2020-09-01,37.46688792775681,16.67605475253659,0,52,24,35,5,5,5,3,2
2020-09-02,34.484460525348034,17.91153348664796,0,46,35,41,13,4,6,0,1
2020-09-03,37.26076787596101,6.764380284469652,0,51,35,32,18,4,1,3,5
2020-09-04,33.217040809951534,31.714166818462235,0,53,27,38,9,5,2,2,0
2020-09-05,34.794022990854714,19.385045530354414,0,32,38,21,8,0,0,0,0
2020-09-06,39.37732786307574,1.7917304541840544,0,28,26,28,9,4,2,0,1
2020-09-07,39.320440730972074,7.8581065873468745,0,62,37,34,6,6,2,3,0
2020-09-08,38.489801251475356,32.6234837634933,0,54,39,47,9,6,2,2,2
2020-09-09,35.59271598906166,0.7252019887864789,0,54,43,41,15,3,4,5,1
2020-09-10,37.316797396202,48.82400483856107,0,51,34,43,12,2,3,1,0
2020-09-11,37.28837046268374,17.052310912515,0,49,50,38,11,2,4,2,0
2020-09-12,34.86003975837453,14.969670959782771,0,39,34,33,6,0,1,1,0
2020-09-13,40.062632704606074,4.732157148390033,0,56,29,31,10,1,0,2,0
2020-09-14,38.68753685002112,4.291086304341522,0,58,43,31,11,4,3,6,0
2020-09-15,36.365805747110834,42.72474835276019,0,52,38,37,12,4,0,3,2
2020-09-16,36.7344103201244,5.313150926035271,0,47,28,38,15,9,4,6,0
2020-09-17,36.96832918798596,22.40854748221908,0,42,43,42,5,7,4,4,2
2020-09-18,32.337077395517056,7.4914074612239165,0,53,33,30,11,0,3,3,0
2020-09-19,35.79327338091715,2.249338591812653,0,35,38,28,4,2,0,2,0
2020-09-20,34.78887750363768,0.1615967988538706,0,32,32,34,9,3,3,2,0
2020-09-21,34.01300061245939,11.787404464871367,0,43,38,50,15,3,4,3,3
2020-09-22,35.31565193715282,55.80791643103332,0,77,52,53,11,7,9,6,5
2020-09-23,39.33309573274229,6.9099791668014054,0,68,38,36,11,2,2,3,0
2020-09-24,36.87757834663579,6.6286457884514975,0,49,40,40,5,4,4,3,4
2020-09-25,34.310046405840914,6.326012417211902,0,55,37,30,17,3,3,4,2
2020-09-26,36.45246604433165,11.026542176830084,0,42,24,25,10,1,0,3,0
2020-09-27,37.95933478333053,8.71509738707058,0,43,41,29,6,2,2,0,0
2020-09-28,36.8616855002833,31.793285178222252,0,46,39,36,7,3,6,3,1
2020-09-29,34.98198781092725,10.563752621336755,0,57,44,47,10,4,2,0,2
2020-09-30,33.41772152132749,10.631767271643092,0,64,42,59,22,1,5,2,0
2020-10-01,35.955513562311765,1.1526266364882531,0,71,57,46,17,4,6,5,7
2020-10-02,35.19215861434844,3.947043324590407,1,59,32,35,14,8,3,5,0
2020-10-03,36.04038983975101,1.668790591860861,0,32,31,36,7,1,0,0,1
2020-10-04,35.36390319152015,0.34213583067013303,0,35,28,24,7,4,0,1,0
2020-10-05,36.03500819720334,2.346387694725757,0,48,43,38,13,6,2,1,0
2020-10-06,32.70660922891851,1.44076749072495,0,54,34,50,9,5,3,3,4
2020-10-07,36.251925438566325,2.1031131026502137,0,54,41,34,14,6,5,6,1
2020-10-08,33.85132233609213,4.4088744786067116,0,54,28,45,6,3,3,5,1
2020-10-09,37.44460656749583,1.1611896310804546,0,55,45,40,14,6,3,3,0
2020-10-10,31.752694773179137,4.6288624284360465,0,42,31,21,12,2,1,1,0
2020-10-11,36.4390557990654,2.777948010576462,0,38,29,30,3,0,1,0,0
2020-10-12,33.19812831891745,1.3412256966290939,0,55,48,41,11,7,6,1,1
2020-10-13,31.333818920051172,1.8487573811116402,0,47,53,41,8,4,4,5,3
2020-10-14,31.502450136700713,0.7878077919879488,0,55,31,38,13,2,0,3,1
2020-10-15,31.662362085917483,8.22061861526115,0,48,38,35,11,2,5,2,1
2020-10-16,32.9835410472018,2.2013357782379877,0,52,28,35,11,4,3,2,0
2020-10-17,33.01239987400677,0.08967436525506758,0,39,26,26,5,1,3,1,0
2020-10-18,30.650265849378464,0.7908966057052004,0,42,29,22,6,2,0,0,0
2020-10-19,31.579360944863208,1.9526889626834352,0,42,36,34,7,3,6,0,1
2020-10-20,35.74253268642248,0.11596444737815971,0,54,36,32,9,2,5,2,0
2020-10-21,34.742568114727234,0.04834808634571605,0,49,39,42,18,5,2,3,0
2020-10-22,31.989237410565014,1.1957621471910915,0,56,46,38,9,3,2,3,2
2020-10-23,31.02137445450839,0.8090016854010477,0,74,60,45,17,8,5,7,2
2020-10-24,31.013927445771152,1.1535698026293217,0,60,44,41,17,6,4,6,1
2020-10-25,31.829168719118766,0.6095026804357184,1,30,36,23,4,2,0,0,1
2020-10-26,28.384637199648495,0.35997116727309464,0,55,34,34,13,4,1,1,1
2020-10-27,29.743431327424638,2.336846855991963,0,51,44,39,11,4,1,2,2
2020-10-28,26.748901821131707,1.4454449648985543,0,58,43,57,19,6,8,7,3
2020-10-29,30.71237627632368,0.4466726679145959,0,54,48,75,17,6,10,5,1
2020-10-30,31.036207477134155,0.7701177562099787,1,57,44,45,8,2,2,2,0
2020-10-31,28.60340474535595,1.792034801651397,0,42,31,36,11,0,1,1,0
2020-11-01,32.54584075292214,0.14994143855136632,0,50,26,27,5,1,2,1,0
2020-11-02,26.774603881660685,0.3190539004963728,0,47,47,33,9,0,2,4,2
2020-11-03,26.125882741408365,0.15213338724020223,0,38,39,40,13,3,1,1,0
