donation_dates,blood_groups
2022-08-01,O_positive
2022-08-01,A_positive
2022-08-01,O_positive
2022-08-01,O_positive
2022-08-01,B_negative
2022-08-01,A_negative
2022-08-01,A_positive
2022-08-01,A_positive
2022-08-01,AB_positive
2022-08-01,O_positive
2022-08-01,A_negative
2022-08-01,A_positive
2022-08-01,A_negative
2022-08-01,O_positive
2022-08-01,A_positive
2022-08-01,O_positive
2022-08-01,A_positive
2022-08-01,O_positive
2022-08-01,O_positive
2022-08-02,A_positive
2022-08-02,O_positive
2022-08-02,O_positive
2022-08-02,A_positive
2022-08-02,A_positive
2022-08-02,B_positive
2022-08-02,O_positive
2022-08-02,A_negative
2022-08-02,O_positive
2022-08-02,O_positive
2022-08-02,O_positive
2022-08-02,A_positive
2022-08-02,O_positive
2022-08-02,B_positive
2022-08-02,O_positive
2022-08-02,A_positive
2022-08-02,B_positive
2022-08-02,A_positive
2022-08-02,O_positive
2022-08-02,B_positive
2022-08-02,O_positive
2022-08-02,B_positive
2022-08-02,A_positive
2022-08-02,O_positive
2022-08-02,O_positive
2022-08-02,B_positive
2022-08-02,A_positive
2022-08-02,O_positive
2022-08-02,A_positive
2022-08-02,A_positive
2022-08-02,A_positive
2022-08-03,A_positive
2022-08-03,AB_positive
2022-08-03,O_negative
2022-08-03,O_positive
2022-08-03,O_positive
2022-08-03,O_positive
2022-08-03,B_negative
2022-08-03,A_positive
2022-08-03,O_positive
2022-08-03,A_positive
2022-08-03,O_positive
2022-08-03,AB_negative
2022-08-03,A_positive
2022-08-03,O_positive
2022-08-03,O_positive
2022-08-03,O_positive
2022-08-03,A_positive
2022-08-03,O_negative
2022-08-03,O_positive
2022-08-03,A_positive
2022-08-03,A_positive
2022-08-03,B_negative
2022-08-03,A_positive
2022-08-03,O_positive
2022-08-03,O_negative
2022-08-03,O_positive
2022-08-04,A_positive
2022-08-04,AB_positive
2022-08-04,AB_negative
2022-08-04,A_positive
2022-08-04,A_positive
2022-08-04,O_negative
2022-08-04,A_positive
2022-08-04,B_positive
2022-08-04,A_positive
2022-08-04,A_negative
2022-08-04,B_positive
2022-08-04,A_positive
2022-08-04,O_negative
2022-08-04,A_positive
2022-08-04,O_positive
2022-08-04,A_negative
2022-08-04,O_positive
2022-08-04,O_positive
2022-08-05,B_negative
2022-08-05,B_positive
2022-08-05,O_positive
2022-08-05,B_positive
2022-08-05,O_positive
2022-08-05,A_positive
2022-08-05,A_positive
2022-08-05,AB_positive
2022-08-05,O_positive
2022-08-05,O_positive
2022-08-05,O_positive
2022-08-05,O_positive
2022-08-05,B_positive
2022-08-05,B_positive
2022-08-05,B_positive
2022-08-05,O_positive
2022-08-05,O_positive
2022-08-05,B_negative
2022-08-05,A_positive
2022-08-05,A_negative
2022-08-05,A_positive
2022-08-05,A_positive
2022-08-05,B_positive
2022-08-06,O_positive
2022-08-06,O_positive
2022-08-06,O_negative
2022-08-06,O_positive
2022-08-06,AB_positive
2022-08-06,O_positive
2022-08-06,B_positive
2022-08-06,O_positive
2022-08-06,A_positive
2022-08-06,A_positive
2022-08-06,A_negative
2022-08-06,O_negative
2022-08-06,AB_positive
2022-08-06,A_positive
2022-08-06,O_positive
2022-08-06,B_positive
2022-08-06,A_positive
2022-08-06,O_positive
2022-08-06,O_positive
2022-08-06,A_negative
2022-08-06,O_positive
2022-08-06,B_positive
2022-08-06,O_positive
2022-08-06,A_positive
2022-08-06,O_positive
2022-08-06,AB_positive
2022-08-06,O_positive
2022-08-06,O_positive
2022-08-06,O_positive
2022-08-06,O_positive
2022-08-06,O_positive
2022-08-06,A_positive
2022-08-06,A_positive
2022-08-06,O_positive
2022-08-06,O_negative
2022-08-06,O_negative
2022-08-06,O_negative
2022-08-06,O_negative
2022-08-06,A_positive
2022-08-06,O_negative
2022-08-06,B_positive
2022-08-06,A_negative
2022-08-06,A_positive
2022-08-06,A_positive
2022-08-06,A_positive
2022-08-06,A_positive
2022-08-06,AB_positive
2022-08-06,O_positive
2022-08-06,O_positive
2022-08-06,O_positive
2022-08-06,A_positive
2022-08-06,A_positive
2022-08-06,B_positive
2022-08-06,A_positive
2022-08-06,A_positive
2022-08-06,AB_positive
2022-08-06,O_negative
2022-08-06,O_positive
2022-08-06,B_negative
2022-08-06,AB_positive
2022-08-06,O_positive
2022-08-06,O_positive
2022-08-06,O_positive
2022-08-06,A_positive
2022-08-06,O_positive
2022-08-06,O_positive
2022-08-06,A_positive
2022-08-06,A_positive
2022-08-06,O_negative
2022-08-06,A_negative
2022-08-06,O_positive
2022-08-06,A_positive
2022-08-06,O_positive
2022-08-06,A_positive
2022-08-07,O_positive
2022-08-07,O_positive
2022-08-07,A_negative
2022-08-07,O_positive
2022-08-07,B_positive
2022-08-07,A_positive
2022-08-07,O_positive
2022-08-07,O_positive
2022-08-07,O_positive
2022-08-07,A_positive
2022-08-07,A_positive
2022-08-07,A_positive
2022-08-07,O_positive
2022-08-07,B_positive
2022-08-07,A_positive
2022-08-07,O_positive
2022-08-07,A_negative
2022-08-07,O_positive
2022-08-07,AB_positive
2022-08-07,B_positive
2022-08-07,B_positive
2022-08-07,B_positive
2022-08-07,O_positive
2022-08-07,A_positive
2022-08-07,A_negative
2022-08-07,A_positive
2022-08-07,O_positive
2022-08-07,B_positive
2022-08-07,O_positive
2022-08-07,A_positive
2022-08-07,O_positive
2022-08-07,O_positive
2022-08-07,A_positive
2022-08-07,A_positive
2022-08-07,A_positive
2022-08-07,O_negative
2022-08-07,A_negative
2022-08-07,O_positive
2022-08-07,O_positive
2022-08-07,O_positive
2022-08-07,A_positive
2022-08-07,O_positive
2022-08-07,B_negative
2022-08-07,O_positive
2022-08-07,B_positive
2022-08-07,O_positive
2022-08-07,O_positive
2022-08-07,O_positive
2022-08-07,O_positive
2022-08-07,A_positive
2022-08-07,O_negative
2022-08-07,O_positive
2022-08-07,A_positive
2022-08-07,B_positive
2022-08-07,A_negative
2022-08-07,O_positive
2022-08-07,O_positive
2022-08-07,A_positive
2022-08-07,O_positive
2022-08-07,A_negative
2022-08-07,O_positive
2022-08-07,A_positive
2022-08-07,A_positive
2022-08-08,O_positive
2022-08-08,A_positive
2022-08-08,A_positive
2022-08-08,A_negative
2022-08-08,A_positive
2022-08-08,O_positive
2022-08-08,O_positive
2022-08-08,O_positive
2022-08-08,O_negative
2022-08-08,A_positive
2022-08-08,A_positive
2022-08-08,O_positive
2022-08-08,B_positive
2022-08-08,A_positive
2022-08-08,B_positive
2022-08-08,A_positive
2022-08-08,A_positive
2022-08-08,A_positive
2022-08-08,O_positive
2022-08-08,O_positive
2022-08-08,A_positive
2022-08-09,A_positive
2022-08-09,O_positive
2022-08-09,A_positive
2022-08-09,B_positive
2022-08-09,A_positive
2022-08-09,O_positive
2022-08-09,O_positive
2022-08-09,A_positive
2022-08-09,O_positive
2022-08-09,A_positive
2022-08-09,A_positive
2022-08-09,O_positive
2022-08-09,A_positive
2022-08-09,O_positive
2022-08-09,A_positive
2022-08-09,A_positive
2022-08-09,O_negative
2022-08-09,A_positive
2022-08-09,B_positive
2022-08-09,B_positive
2022-08-09,O_positive
2022-08-09,A_positive
2022-08-09,O_positive
2022-08-09,B_positive
2022-08-09,O_positive
2022-08-09,A_positive
2022-08-10,O_positive
2022-08-10,O_positive
2022-08-10,A_positive
2022-08-10,A_positive
2022-08-10,A_negative
2022-08-10,A_positive
2022-08-10,O_positive
2022-08-10,A_negative
2022-08-10,A_positive
2022-08-10,A_positive
2022-08-10,A_positive
2022-08-10,A_positive
2022-08-10,A_negative
2022-08-10,O_positive
2022-08-10,B_positive
2022-08-10,A_positive
2022-08-10,O_negative
2022-08-10,A_positive
2022-08-10,A_positive
2022-08-10,A_positive
2022-08-10,A_positive
2022-08-10,O_positive
2022-08-11,O_negative
2022-08-11,A_negative
2022-08-11,O_positive
2022-08-11,A_positive
2022-08-11,A_negative
2022-08-11,O_positive
2022-08-11,A_positive
2022-08-11,O_positive
2022-08-11,O_positive
2022-08-11,A_positive
2022-08-11,O_positive
2022-08-11,O_positive
2022-08-11,B_negative
2022-08-11,A_positive
2022-08-11,O_positive
2022-08-11,A_positive
2022-08-11,O_positive
2022-08-11,O_positive
2022-08-12,B_positive
2022-08-12,A_positive
2022-08-12,A_negative
2022-08-12,AB_positive
2022-08-12,A_positive
2022-08-12,A_positive
2022-08-12,A_positive
2022-08-12,O_positive
2022-08-12,O_positive
2022-08-12,O_positive
2022-08-12,A_positive
2022-08-12,O_positive
2022-08-12,O_positive
2022-08-12,A_positive
2022-08-12,A_positive
2022-08-12,A_negative
2022-08-12,O_positive
2022-08-12,AB_positive
2022-08-12,O_positive
2022-08-12,O_positive
2022-08-12,O_positive
2022-08-12,A_positive
2022-08-12,O_positive
2022-08-12,AB_positive
2022-08-12,A_positive
2022-08-12,O_positive
2022-08-12,O_positive
2022-08-12,A_positive
2022-08-12,O_positive
2022-08-12,O_negative
2022-08-12,A_positive
2022-08-12,O_negative
2022-08-13,O_positive
2022-08-13,A_positive
2022-08-13,O_positive
2022-08-13,A_positive
2022-08-13,O_positive
2022-08-13,O_positive
2022-08-13,A_positive
2022-08-13,B_negative
2022-08-13,O_negative
2022-08-13,A_positive
2022-08-13,O_positive
2022-08-13,A_positive
2022-08-13,A_positive
2022-08-13,B_negative
2022-08-13,AB_positive
2022-08-13,A_positive
2022-08-13,B_positive
2022-08-13,A_positive
2022-08-13,A_positive
2022-08-13,B_positive
2022-08-13,A_positive
2022-08-13,O_negative
2022-08-13,O_positive
2022-08-13,O_positive
2022-08-13,A_positive
2022-08-13,O_positive
2022-08-13,O_positive
2022-08-13,O_positive
2022-08-13,A_positive
2022-08-13,O_positive
2022-08-13,A_positive
2022-08-13,O_positive
2022-08-13,A_positive
2022-08-13,O_positive
2022-08-13,O_positive
2022-08-13,O_positive
2022-08-13,A_positive
2022-08-13,O_positive
2022-08-13,O_positive
2022-08-13,A_positive
2022-08-13,AB_negative
2022-08-13,O_positive
2022-08-13,O_negative
2022-08-13,O_positive
2022-08-13,A_negative
2022-08-13,B_positive
2022-08-13,O_positive
2022-08-13,A_positive
2022-08-13,A_positive
2022-08-13,O_positive
2022-08-13,A_positive
2022-08-13,B_positive
2022-08-13,A_negative
2022-08-13,O_positive
2022-08-13,O_positive
2022-08-13,O_positive
2022-08-13,O_positive
2022-08-13,A_positive
2022-08-13,O_positive
2022-08-13,O_negative
2022-08-13,B_positive
2022-08-13,A_negative
2022-08-13,A_positive
2022-08-13,O_positive
2022-08-13,O_negative
2022-08-13,A_positive
2022-08-14,B_negative
2022-08-14,O_positive
2022-08-14,A_positive
2022-08-14,O_positive
2022-08-14,O_positive
2022-08-14,O_positive
2022-08-14,AB_positive
2022-08-14,A_positive
2022-08-14,A_positive
2022-08-14,A_positive
2022-08-14,A_positive
2022-08-14,O_positive
2022-08-14,O_negative
2022-08-14,B_positive
2022-08-14,O_negative
2022-08-14,AB_positive
2022-08-14,A_positive
2022-08-14,O_positive
2022-08-14,B_negative
2022-08-14,A_positive
2022-08-14,O_positive
2022-08-14,O_positive
2022-08-14,A_positive
2022-08-14,O_positive
2022-08-14,O_positive
2022-08-14,O_positive
2022-08-14,O_positive
2022-08-14,A_positive
2022-08-14,O_positive
2022-08-14,A_negative
2022-08-14,A_positive
2022-08-14,O_positive
2022-08-14,O_positive
2022-08-14,B_positive
2022-08-14,A_positive
2022-08-14,O_positive
2022-08-14,AB_negative
2022-08-14,O_positive
2022-08-14,A_positive
2022-08-14,B_positive
2022-08-14,O_positive
2022-08-14,O_positive
2022-08-14,A_positive
2022-08-14,A_positive
2022-08-14,O_positive
2022-08-14,O_positive
2022-08-15,O_positive
2022-08-15,A_positive
2022-08-15,O_positive
2022-08-15,O_positive
2022-08-15,A_positive
2022-08-15,AB_positive
2022-08-15,O_negative
2022-08-15,A_negative
2022-08-15,O_positive
2022-08-15,B_positive
2022-08-15,O_positive
2022-08-15,O_positive
2022-08-15,AB_negative
2022-08-15,O_positive
2022-08-15,A_positive
2022-08-15,O_positive
2022-08-15,A_negative
2022-08-16,O_positive
2022-08-16,O_positive
2022-08-16,A_positive
2022-08-16,O_positive
2022-08-16,A_positive
2022-08-16,A_positive
2022-08-16,O_negative
2022-08-16,A_positive
2022-08-16,O_positive
2022-08-16,O_positive
2022-08-16,B_positive
2022-08-16,B_positive
2022-08-16,O_positive
2022-08-16,A_negative
2022-08-16,B_positive
2022-08-16,A_negative
2022-08-17,B_positive
2022-08-17,O_positive
2022-08-17,A_positive
2022-08-17,A_positive
2022-08-17,B_negative
2022-08-17,O_positive
2022-08-17,A_positive
2022-08-17,A_positive
2022-08-17,O_positive
2022-08-17,O_positive
2022-08-17,A_positive
2022-08-17,A_positive
2022-08-17,A_positive
2022-08-17,O_positive
2022-08-17,A_negative
2022-08-17,A_positive
2022-08-17,O_positive
2022-08-17,A_positive
2022-08-17,O_positive
2022-08-17,A_positive
2022-08-17,O_positive
2022-08-17,A_positive
2022-08-17,B_positive
2022-08-17,O_positive
2022-08-17,O_positive
2022-08-17,O_positive
2022-08-17,O_positive
2022-08-17,A_negative
2022-08-17,O_positive
2022-08-17,A_positive
2022-08-17,O_positive
2022-08-18,A_positive
2022-08-18,AB_positive
2022-08-18,O_negative
2022-08-18,A_positive
2022-08-18,AB_positive
2022-08-18,O_negative
2022-08-18,A_positive
2022-08-18,A_positive
2022-08-18,O_positive
2022-08-18,O_positive
2022-08-18,O_positive
2022-08-18,O_positive
2022-08-18,A_positive
2022-08-18,O_negative
2022-08-18,A_positive
2022-08-18,O_positive
2022-08-18,A_positive
2022-08-18,A_positive
2022-08-18,O_positive
2022-08-18,O_positive
2022-08-18,B_negative
2022-08-18,O_positive
2022-08-18,A_positive
2022-08-18,O_negative
2022-08-18,O_negative
2022-08-18,O_positive
2022-08-18,O_positive
2022-08-18,O_positive
2022-08-18,O_positive
2022-08-18,O_negative
2022-08-18,A_positive
2022-08-18,A_positive
2022-08-18,O_positive
2022-08-18,O_positive
2022-08-18,O_negative
2022-08-18,A_positive
2022-08-18,A_positive
2022-08-19,O_positive
2022-08-19,B_positive
2022-08-19,A_positive
2022-08-19,O_positive
2022-08-19,A_positive
2022-08-19,A_positive
2022-08-19,A_negative
2022-08-19,A_negative
2022-08-19,O_positive
2022-08-19,A_negative
2022-08-19,O_positive
2022-08-19,O_positive
2022-08-19,A_positive
2022-08-19,A_positive
2022-08-19,AB_positive
2022-08-19,A_negative
2022-08-20,O_positive
2022-08-20,O_positive
2022-08-20,O_positive
2022-08-20,A_negative
2022-08-20,O_positive
2022-08-20,A_positive
2022-08-20,AB_positive
2022-08-20,O_positive
2022-08-20,O_positive
2022-08-20,A_positive
2022-08-20,O_positive
2022-08-20,A_positive
2022-08-20,A_positive
2022-08-20,A_positive
2022-08-20,B_positive
2022-08-20,A_negative
2022-08-20,B_positive
2022-08-20,O_positive
2022-08-20,A_positive
2022-08-20,A_positive
2022-08-20,O_positive
2022-08-20,B_positive
2022-08-20,O_positive
2022-08-20,A_positive
2022-08-20,A_positive
2022-08-20,A_positive
2022-08-20,A_negative
2022-08-20,O_positive
2022-08-20,O_positive
2022-08-20,O_positive
2022-08-20,O_positive
2022-08-20,A_positive
2022-08-20,O_positive
2022-08-20,O_positive
2022-08-20,O_positive
2022-08-20,A_positive
2022-08-20,A_negative
2022-08-20,O_positive
2022-08-20,O_positive
2022-08-20,A_positive
2022-08-20,O_positive
2022-08-20,A_positive
2022-08-20,O_positive
2022-08-20,A_positive
2022-08-20,O_positive
2022-08-21,B_negative
2022-08-21,O_positive
2022-08-21,A_positive
2022-08-21,O_negative
2022-08-21,O_positive
2022-08-21,B_positive
2022-08-21,O_positive
2022-08-21,A_positive
2022-08-21,O_positive
2022-08-21,A_positive
2022-08-21,A_negative
2022-08-21,O_positive
2022-08-21,A_positive
2022-08-21,O_positive
2022-08-21,O_positive
2022-08-21,A_positive
2022-08-21,O_positive
2022-08-21,A_positive
2022-08-21,A_positive
2022-08-21,O_positive
2022-08-21,O_positive
2022-08-21,A_positive
2022-08-21,A_positive
2022-08-21,O_negative
2022-08-21,AB_negative
2022-08-21,O_positive
2022-08-21,A_negative
2022-08-21,O_positive
2022-08-21,O_positive
2022-08-21,O_positive
2022-08-21,AB_positive
2022-08-21,O_positive
2022-08-21,A_positive
2022-08-21,B_positive
2022-08-21,O_positive
2022-08-21,A_positive
2022-08-21,A_positive
2022-08-21,A_positive
2022-08-21,O_positive
2022-08-21,A_positive
2022-08-21,O_positive
2022-08-21,A_positive
2022-08-21,A_positive
2022-08-21,O_positive
2022-08-21,O_positive
2022-08-21,O_positive
2022-08-21,O_positive
2022-08-21,A_positive
2022-08-21,A_positive
2022-08-21,O_positive
2022-08-21,O_positive
2022-08-21,O_positive
2022-08-21,O_positive
2022-08-21,A_positive
2022-08-21,A_negative
2022-08-21,B_positive
2022-08-21,B_positive
2022-08-21,O_positive
2022-08-21,A_positive
2022-08-21,O_positive
2022-08-21,O_positive
2022-08-21,A_positive
2022-08-21,O_positive
2022-08-21,O_positive
2022-08-21,A_positive
2022-08-21,B_positive
2022-08-21,O_positive
2022-08-21,O_positive
2022-08-21,O_positive
2022-08-21,A_negative
2022-08-21,A_positive
2022-08-21,O_positive
2022-08-21,A_positive
2022-08-21,A_positive
2022-08-21,A_positive
2022-08-21,A_positive
2022-08-21,A_positive
2022-08-22,A_positive
2022-08-22,A_positive
2022-08-22,O_positive
2022-08-22,O_positive
2022-08-22,O_positive
2022-08-22,A_positive
2022-08-22,A_positive
2022-08-22,O_positive
2022-08-22,A_negative
2022-08-22,A_positive
2022-08-22,O_positive
2022-08-22,O_positive
2022-08-22,O_negative
2022-08-22,A_positive
2022-08-22,O_negative
2022-08-22,A_positive
2022-08-22,A_negative
2022-08-22,A_positive
2022-08-22,B_positive
2022-08-22,O_negative
2022-08-22,A_positive
2022-08-23,A_positive
2022-08-23,O_positive
2022-08-23,A_positive
2022-08-23,O_negative
2022-08-23,O_negative
2022-08-23,O_positive
2022-08-23,A_positive
2022-08-23,A_positive
2022-08-23,O_positive
2022-08-23,O_positive
2022-08-23,A_positive
2022-08-23,O_positive
2022-08-23,A_positive
2022-08-23,O_positive
2022-08-23,A_positive
2022-08-23,A_positive
2022-08-23,O_positive
2022-08-23,A_positive
2022-08-23,B_positive
2022-08-23,O_positive
2022-08-23,O_positive
2022-08-24,A_positive
2022-08-24,O_positive
2022-08-24,A_positive
2022-08-24,A_positive
2022-08-24,O_positive
2022-08-24,O_positive
2022-08-24,A_positive
2022-08-24,O_positive
2022-08-24,O_positive
2022-08-24,B_positive
2022-08-24,B_positive
2022-08-24,A_positive
2022-08-24,O_positive
2022-08-24,O_positive
2022-08-24,O_positive
2022-08-24,B_positive
2022-08-24,O_positive
2022-08-24,O_positive
2022-08-24,A_positive
2022-08-24,O_positive
2022-08-24,O_positive
2022-08-24,A_positive
2022-08-24,A_positive
2022-08-24,O_positive
2022-08-24,A_positive
2022-08-24,O_positive
2022-08-25,A_positive
2022-08-25,O_positive
2022-08-25,O_positive
2022-08-25,A_positive
2022-08-25,B_positive
2022-08-25,O_negative
2022-08-25,B_positive
2022-08-25,A_positive
2022-08-25,O_negative
2022-08-25,O_positive
2022-08-25,A_positive
2022-08-25,A_positive
2022-08-25,O_positive
2022-08-25,B_positive
2022-08-25,B_positive
2022-08-26,B_positive
2022-08-26,A_positive
2022-08-26,A_positive
2022-08-26,O_negative
2022-08-26,B_positive
2022-08-26,O_positive
2022-08-26,A_positive
2022-08-26,B_positive
2022-08-26,AB_negative
2022-08-26,O_negative
2022-08-26,O_positive
2022-08-26,A_negative
2022-08-26,AB_positive
2022-08-26,O_positive
2022-08-26,A_positive
2022-08-26,AB_positive
2022-08-26,A_positive
2022-08-26,A_positive
2022-08-26,A_positive
2022-08-26,A_positive
2022-08-26,A_positive
2022-08-26,A_positive
2022-08-26,A_negative
2022-08-26,O_positive
2022-08-26,O_positive
2022-08-26,O_positive
2022-08-26,O_positive
2022-08-26,O_positive
2022-08-26,O_positive
2022-08-26,O_positive
2022-08-26,A_positive
2022-08-26,B_positive
2022-08-27,A_negative
2022-08-27,O_positive
2022-08-27,O_positive
2022-08-27,O_positive
2022-08-27,A_positive
2022-08-27,O_positive
2022-08-27,O_positive
2022-08-27,O_negative
2022-08-27,A_positive
2022-08-27,A_negative
2022-08-27,B_negative
2022-08-27,A_positive
2022-08-27,O_positive
2022-08-27,A_positive
2022-08-27,O_positive
2022-08-27,A_positive
2022-08-27,A_positive
2022-08-27,O_positive
2022-08-27,O_positive
2022-08-27,A_positive
2022-08-27,AB_positive
2022-08-27,O_positive
2022-08-27,O_positive
2022-08-27,A_negative
2022-08-27,O_positive
2022-08-27,A_positive
2022-08-27,A_positive
2022-08-27,A_positive
2022-08-27,O_positive
2022-08-27,B_positive
2022-08-27,O_positive
2022-08-27,O_positive
2022-08-27,O_positive
2022-08-27,A_positive
2022-08-27,AB_positive
2022-08-27,A_positive
2022-08-27,O_positive
2022-08-27,A_positive
2022-08-27,A_positive
2022-08-27,O_positive
2022-08-27,A_positive
2022-08-27,B_positive
2022-08-27,O_negative
2022-08-27,B_positive
2022-08-27,A_positive
2022-08-27,A_positive
2022-08-27,O_positive
2022-08-27,A_positive
2022-08-27,AB_positive
2022-08-27,B_negative
2022-08-27,B_positive
2022-08-27,B_positive
2022-08-27,O_positive
2022-08-27,A_positive
2022-08-27,AB_positive
2022-08-27,AB_negative
2022-08-27,O_positive
2022-08-27,A_negative
2022-08-27,A_positive
2022-08-27,O_positive
2022-08-27,O_positive
2022-08-27,O_negative
2022-08-27,A_positive
2022-08-27,O_positive
2022-08-27,O_negative
2022-08-28,O_positive
2022-08-28,B_positive
2022-08-28,A_positive
2022-08-28,A_positive
2022-08-28,AB_positive
2022-08-28,O_positive
2022-08-28,A_positive
2022-08-28,B_positive
2022-08-28,A_positive
2022-08-28,B_negative
2022-08-28,A_positive
2022-08-28,A_positive
2022-08-28,O_positive
2022-08-28,O_positive
2022-08-28,AB_negative
2022-08-28,AB_positive
2022-08-28,A_positive
2022-08-28,A_positive
2022-08-28,O_positive
2022-08-28,AB_positive
2022-08-28,B_positive
2022-08-28,O_positive
2022-08-28,A_positive
2022-08-28,AB_positive
2022-08-28,O_positive
2022-08-28,O_positive
2022-08-28,O_positive
2022-08-28,B_negative
2022-08-28,O_positive
2022-08-28,A_negative
2022-08-28,A_positive
2022-08-28,O_positive
2022-08-28,AB_positive
2022-08-28,O_positive
2022-08-28,B_positive
2022-08-28,O_positive
2022-08-28,O_positive
2022-08-28,B_positive
2022-08-28,O_positive
2022-08-28,A_positive
2022-08-28,O_positive
2022-08-28,A_positive
2022-08-28,A_positive
2022-08-28,B_negative
2022-08-28,O_positive
2022-08-28,B_positive
2022-08-28,O_positive
2022-08-28,O_positive
2022-08-28,A_negative
2022-08-28,O_negative
2022-08-28,B_positive
2022-08-28,A_positive
2022-08-28,A_positive
2022-08-28,O_negative
2022-08-28,A_positive
2022-08-28,O_positive
2022-08-28,B_positive
2022-08-28,A_positive
2022-08-28,B_positive
2022-08-28,A_negative
2022-08-28,O_positive
2022-08-28,B_positive
2022-08-28,O_positive
2022-08-28,O_negative
2022-08-28,A_positive
2022-08-28,A_positive
2022-08-28,O_positive
2022-08-28,O_positive
2022-08-28,A_positive
2022-08-28,O_positive
2022-08-28,O_negative
2022-08-28,AB_positive
2022-08-28,O_positive
2022-08-28,B_positive
2022-08-28,O_positive
2022-08-28,O_positive
2022-08-28,A_positive
2022-08-29,O_positive
2022-08-29,O_positive
2022-08-29,O_positive
2022-08-29,O_positive
2022-08-29,O_positive
2022-08-29,O_positive
2022-08-29,B_positive
2022-08-29,A_positive
2022-08-29,A_positive
2022-08-29,O_negative
2022-08-29,O_negative
2022-08-29,A_positive
2022-08-29,AB_negative
2022-08-29,A_positive
2022-08-29,A_positive
2022-08-29,A_positive
2022-08-29,O_positive
2022-08-29,O_positive
2022-08-29,O_positive
2022-08-29,O_positive
2022-08-30,O_negative
2022-08-30,A_positive
2022-08-30,A_positive
2022-08-30,A_positive
2022-08-30,A_positive
2022-08-30,O_positive
2022-08-30,O_positive
2022-08-30,B_positive
2022-08-30,A_positive
2022-08-30,B_positive
2022-08-30,O_positive
2022-08-30,A_positive
2022-08-30,O_negative
2022-08-30,A_positive
2022-08-30,O_positive
2022-08-30,B_positive
2022-08-30,O_positive
2022-08-30,AB_positive
2022-08-30,B_negative
2022-08-30,O_negative
2022-08-30,AB_negative
2022-08-30,O_positive
2022-08-30,A_positive
2022-08-30,O_positive
2022-08-30,O_positive
2022-08-30,A_positive
2022-08-30,A_positive
2022-08-30,O_positive
2022-08-30,AB_positive
2022-08-30,A_positive
2022-08-30,O_positive
2022-08-31,A_positive
2022-08-31,A_positive
2022-08-31,O_positive
2022-08-31,O_positive
2022-08-31,A_negative
2022-08-31,O_positive
2022-08-31,O_positive
2022-08-31,B_positive
2022-08-31,AB_negative
2022-08-31,A_positive
2022-08-31,O_positive
2022-08-31,A_positive
2022-08-31,A_positive
2022-08-31,A_positive
2022-08-31,B_positive
2022-08-31,B_positive
2022-08-31,O_positive
2022-08-31,O_positive
2022-09-01,O_positive
2022-09-01,B_positive
2022-09-01,O_positive
2022-09-01,A_positive
2022-09-01,O_negative
2022-09-01,A_positive
2022-09-01,A_positive
2022-09-01,O_positive
2022-09-01,O_negative
2022-09-01,B_negative
2022-09-01,O_positive
2022-09-01,AB_positive
2022-09-01,A_negative
2022-09-01,O_negative
2022-09-01,A_positive
2022-09-01,A_positive
2022-09-01,B_positive
2022-09-01,A_positive
2022-09-01,O_positive
2022-09-01,AB_positive
2022-09-01,O_positive
2022-09-01,O_positive
2022-09-01,B_negative
2022-09-01,O_negative
2022-09-01,A_positive
2022-09-01,A_positive
2022-09-01,O_positive
2022-09-01,A_positive
2022-09-01,O_positive
2022-09-01,A_positive
2022-09-02,O_positive
2022-09-02,A_positive
2022-09-02,B_positive
2022-09-02,B_positive
2022-09-02,A_positive
2022-09-02,O_positive
2022-09-02,O_positive
2022-09-02,B_positive
2022-09-02,O_positive
2022-09-02,A_negative
2022-09-02,A_positive
2022-09-02,O_positive
2022-09-02,B_negative
2022-09-02,O_positive
2022-09-02,O_positive
2022-09-02,O_negative
2022-09-02,O_negative
2022-09-02,O_positive
2022-09-02,O_positive
2022-09-02,O_negative
2022-09-02,O_positive
2022-09-02,A_negative
2022-09-02,O_positive
2022-09-02,O_positive
2022-09-02,A_positive
2022-09-02,A_positive
2022-09-02,A_positive
2022-09-02,A_positive
2022-09-02,O_negative
2022-09-02,O_positive
2022-09-02,O_positive
2022-09-03,O_positive
2022-09-03,O_negative
2022-09-03,AB_positive
2022-09-03,A_positive
2022-09-03,A_positive
2022-09-03,A_positive
2022-09-03,A_positive
2022-09-03,O_positive
2022-09-03,O_positive
2022-09-03,O_positive
2022-09-03,O_positive
2022-09-03,B_positive
2022-09-03,A_negative
2022-09-03,A_positive
2022-09-03,B_positive
2022-09-03,A_positive
2022-09-03,A_positive
2022-09-03,A_negative
2022-09-03,O_positive
2022-09-03,A_positive
2022-09-03,AB_positive
2022-09-03,A_negative
2022-09-03,A_positive
2022-09-03,A_positive
2022-09-03,O_positive
2022-09-03,A_negative
2022-09-03,O_positive
2022-09-03,O_negative
2022-09-03,A_positive
2022-09-03,O_positive
2022-09-03,B_positive
2022-09-03,O_positive
2022-09-03,A_positive
2022-09-03,AB_positive
2022-09-03,B_negative
2022-09-03,O_positive
2022-09-03,A_positive
2022-09-03,A_positive
2022-09-03,O_positive
2022-09-03,O_positive
2022-09-03,A_positive
2022-09-03,O_positive
2022-09-03,O_positive
2022-09-03,O_negative
2022-09-03,O_positive
2022-09-03,A_positive
2022-09-04,A_positive
2022-09-04,O_positive
2022-09-04,O_positive
2022-09-04,A_negative
